id_uni,nomb_uni,id_est,id_est-2,nom_est
592,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA  DE FORMACIÓN DE SUBOFICIALES PROFESIONALES DEL EJÉRCITO GENER,4,4,EDO. ARAGUA
72,UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD HUGO CHÁVEZ FRÍAS,1,1,EDO. AMAZONAS
564,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO SAMUEL ROBINSON,1,1,EDO. AMAZONAS
83,UNIVERSIDAD POLITÉCNICA TERRITORIAL  JOSÉ ANTONIO ANZOÁTEGUI,2,2,EDO. ANZOATEGUI
596,UNIVERSIDAD DE ORIENTE,2,2,EDO. ANZOATEGUI
599,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",2,2,EDO. ANZOATEGUI
601,UNIVERSIDAD NACIONAL ABIERTA,2,2,EDO. ANZOATEGUI
602,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",2,2,EDO. ANZOATEGUI
603,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,2,2,EDO. ANZOATEGUI
604,UNIVERSIDAD NACIONAL ABIERTA,2,2,EDO. ANZOATEGUI
605,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",2,2,EDO. ANZOATEGUI
606,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",3,3,EDO. APURE
607,UNIVERSIDAD NACIONAL ABIERTA,3,3,EDO. APURE
608,UNIVERSIDAD NACIONAL ABIERTA,3,3,EDO. APURE
609,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",3,3,EDO. APURE
610,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,3,3,EDO. APURE
611,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,3,3,EDO. APURE
612,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,3,3,EDO. APURE
613,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,4,4,EDO. ARAGUA
593,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,2,2,EDO. ANZOATEGUI
597,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,2,2,EDO. ANZOATEGUI
595,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,2,2,EDO. ANZOATEGUI
548,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,23,23,EDO. ZULIA
549,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA LA VICTORIA,4,4,EDO. ARAGUA
547,INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,1,1,DTTO. CAPITAL
620,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,4,4,EDO. ARAGUA
623,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",5,5,EDO. BARINAS
61,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,5,5,EDO. BARINAS
625,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",5,5,EDO. BARINAS
626,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,5,5,EDO. BARINAS
628,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,6,6,EDO. BOLIVAR
629,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,6,6,EDO. BOLIVAR
630,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,6,6,EDO. BOLIVAR
633,UNIVERSIDAD DE ORIENTE,6,6,EDO. BOLIVAR
634,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,6,6,EDO. BOLIVAR
635,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,6,6,EDO. BOLIVAR
636,UNIVERSIDAD NACIONAL ABIERTA,6,6,EDO. BOLIVAR
637,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,6,6,EDO. BOLIVAR
638,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,6,6,EDO. BOLIVAR
639,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,7,7,EDO. CARABOBO
641,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,7,7,EDO. CARABOBO
644,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,7,7,EDO. CARABOBO
645,UNIVERSIDAD NACIONAL ABIERTA,7,7,EDO. CARABOBO
647,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,7,7,EDO. CARABOBO
649,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,8,8,EDO. COJEDES
650,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,8,8,EDO. COJEDES
651,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,8,8,EDO. COJEDES
652,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-ARTES PLÁSTICAS),1,1,DTTO. CAPITAL
653,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,1,1,DTTO. CAPITAL
654,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO SAMUEL ROBINSON,1,1,DTTO. CAPITAL
657,UNIVERSIDAD NACIONAL ABIERTA,10,10,EDO. FALCON
658,UNIVERSIDAD NACIONAL ABIERTA,10,10,EDO. FALCON
659,UNIVERSIDAD NACIONAL ABIERTA,10,10,EDO. FALCON
660,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,10,10,EDO. FALCON
661,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,10,10,EDO. FALCON
